listing_id,id,date,reviewer_id,reviewer_name,comments,rev_len,n_words,lang,sent_label,sent_score
811090179019174805,855857102558795964,2023-03-26,224864006,KieKie,this place made me instantly feel like home if i am ever in that area again i will be booking here again it was super cozy super chill and the hostess and her fiancé were very sweetthanks again for accommodating me,214,41,en,POSITIVE,0.9989100694656372
810774276186071072,1038440886134982150,2023-12-03,243396123,Odai,suematties residence is exactly what we needed for our family of 4 mini vacation in new york she assisted us in getting inside the residence as we had slight difficulties with the keypad and she also contacted us right away as we accidentally left our air purifierbrwe would definitely recommend suematties place,312,52,en,POSITIVE,0.9832077026367188
43381881,947852702467430870,2023-07-31,513813580,Mael,it was cool but the apart is dirty and there are no hobs,56,13,en,NEGATIVE,0.9990676045417786
14103515,932578941119965762,2023-07-10,463940099,Carmelle,my time at whitneys place was fantastic it is convenient for main subway lines lots of great restaurant options near by as well as a couple of great coffee spots and excellent laundry just down the street brthe place inside is perfect it was very clean on arrival and well stocked with extra sheets and towels if needed the walk in closet is amazing to have in nyc and the full kitchen with a full size fridge is also a wonderful addition the bed is very comfortable and i slept like the dead the apartment was exceptionally quiet for nyc and the ceiling fan was a nice touch to keep the breeze on you at night the living room has a great comfortable couch for relaxing and gave me a great place to get my work done as well whitney checked in a few times to make sure i got in okay and that everything was going smooth she was quick to respond as well i appreciate that bri will for sure stay here again i felt safe and secure throughout my stay i highly recommend this place,975,188,en,POSITIVE,0.99978905916214
47412929,921706547430142877,2023-06-25,105767787,Mikayla,edmundos place was easy to find and close to the subway so we could get around nyc for a busy pride weekend everything was easy to find and the window unit ac worked great for keeping us cool would reccomend for a small group,225,44,en,POSITIVE,0.9950293898582458
40824301,892001930633333783,2023-05-15,264319494,Violetta,we would highly recommend evys place really nice and flexible host and a cute flat besides close to the subway station,118,21,en,POSITIVE,0.997172713279724
51945222,934096595421633725,2023-07-12,522807323,Joshua,no complaints,13,2,en,POSITIVE,0.9818751215934752
818990900951340331,928346568136577001,2023-07-04,274424000,Mutia,had a nice stay at manuels place the place is very clean subway station is walkable bunch of nearby convenience store very helpful for a tourist like me,152,28,en,POSITIVE,0.9918333292007446
16659292,973932410980832245,2023-09-05,109336475,Lenneke,great location close to major subway lines taking you into manhattan and beyond alberts place was clean and had all necessary amenities during our stay we had a minor leak caused by the upstairs neighbors albert was very communicative spoke to the upstairs neighbors to warn them of the leak ordered a dehumidifier and even proactively refunded us a nights stay would absolutely stay here again,394,66,en,NEUTRAL,0.5632108449935913
808386228706904148,885557157884867667,2023-05-06,6379643,Michi,excellent location within walking distance of high line,55,8,en,POSITIVE,0.9998273253440856
37563932,809479882503760246,2023-01-21,481115169,Michael,the people at paradise suites are wonderful people i deal with very attentive and responsive a pleasure to deal with they care about what they do especially sarah saul highly recommended,186,31,en,POSITIVE,0.9998730421066284
758848341186428053,887000097025356704,2023-05-08,52798379,Jen,great private apartment close to union park and the subway had a wonderful time out exploring as well as just relaxing in the apartment instructions were very clear and we had no issues i will agree with other that the water temperature does vary but it was not an inconvenience at all very happy with price and location,320,58,en,POSITIVE,0.9533770084381104
39487415,921721255127832083,2023-06-25,452603666,Donnel,a lovely place and a great location to explore brooklyn alexis was incredibly welcoming and attentive highly recommend,118,18,en,POSITIVE,0.9998840093612672
30058948,931190968710774885,2023-07-08,200328425,Ashley,fiona is a friendly host and easy to talk to staying at her place is 100 recommend if youre afraid of noise maybe earplugs are necessary if my budget allows id like to have a longterm stay,188,37,en,POSITIVE,0.982334852218628
5050156,869536466488661373,2023-04-14,90224,Rod,really appreciate the flexibility and understanding from the host,65,9,en,POSITIVE,0.9998501539230348
630539037367901963,842849712971441455,2023-03-08,503883138,Macorel,to be honest im speechless because i wasnt expecting the place to be that nice when i enter the premises it captured my attention in regards to a few other places that i went to where i paid more but was not happy than at little lovely i paid less i received more than i bargained for it was a pleasure for me to stay at little lovely the place is beautiful i wish i could stay more but unfortunately time was against me i had to leave i was very pleased with the comfort and service i would recommend anyone whos interested in having a peace of mind a wonderful time to go there and enjoy one of the best time of their lives and its 100 guarantee you not be disappointed,671,133,en,POSITIVE,0.9989243149757384
8055582,913760620215352087,2023-06-14,430108019,Paulina,a very nice stay the place is beautifully furnished the interior is very interesting the neighbourhood was peacefull save to walk from metro stations,149,24,en,POSITIVE,0.999678373336792
664636711297826137,964496459220714035,2023-08-23,76445918,Cedrik,we enjoyed staying at this air bnb spacious home close to the subway and easy to find parking,93,18,en,POSITIVE,0.9975044131278992
51960731,888418114413333613,2023-05-10,66045645,Kaylyn,sandra is a great host very friendly and was always there to help even when i had an issue late at night the place is really cute clean and comfy it was easy to find too,169,36,en,POSITIVE,0.9997318387031556
46601386,925357573455707929,2023-06-30,384310911,Janeen,cathy was very kind and it was a peaceful place to sleep,56,12,en,POSITIVE,0.9964119791984558
698690678897268945,856537192090135274,2023-03-27,410175388,Paulo,i loved the place the only inconvenient was the bathroom that was not clean and some corners in the apartment were pretty dustybrbeside that i loved the place and the locationbri was traveling with my dad im 42 and my dad 62,224,42,en,NEGATIVE,0.9557231664657592
8152916,1039150033713009711,2023-12-04,266155403,Michelle,i cannot say enough wonderful things about dan or his flat brmy daughter and i felt at home from the moment we arrived the flat is tastefully decorated and the lighting throughout is amazing brour room was cozy and had all we needed hair dryer ironsteamer closet space for hanging clothes and storing luggage warm shower in spacious bathroom and access to kitchenkitchen itemsbrdan is warm and kind we enjoyed conversations and appreciated the tips for places to experience throughout the city brwe look forward to our next trip to the city and stay at dans flat dont hesitate to book you wont regret it,603,105,en,POSITIVE,0.9996349811553956
28426648,938427336580391532,2023-07-18,27243254,Anna,absolutely incredible loft in a prime neighborhood as others have commented we loved being in soho and marveled at how quiet it was at night for a big city the unit itself is huge with ample space to spread out for my family of 4 including two teens melanie was so gracious and accommodating when our flight was delayed nearly 4 hours so we didnt arrive until nearly midnight i would happily return on our next trip to nyc,422,79,en,POSITIVE,0.9996545314788818
30558081,912336314792143695,2023-06-12,153970146,Alexander,everything was great the parking lot is indeed tight but we managed to fit our jeep in there thanks,99,19,en,POSITIVE,0.9995331764221193
702399293414840328,962360728082356708,2023-08-20,151292751,James,chase is a very friendly and supportive host the apartment is spacious and tastefully decorated the location is ideally situated for discovering brooklyn on foot and the rest of nyc by metro,190,32,en,POSITIVE,0.9998334646224976
704925015465957888,989111669727892388,2023-09-26,333144426,Abhishek,great place to stay for those visiting nyc especially given how hard it is to find affordable accommodation around nyc beautiful neighborhood and comfortable clean house,169,26,en,POSITIVE,0.9996989965438844
43499730,996409430409868336,2023-10-06,35496018,Kelsey,great location cute decorations easy check in unfortunately the apartment was a bit shabbier and dustier than it looks especially the bathroom which needs some maintenance and deep cleaning the street was quite loud even by ny standards rachel was understanding of our complaints and gave us a partial refund we really appreciated her responsiveness and friendliness,366,57,en,POSITIVE,0.922642469406128
566096258016765596,909389120240824237,2023-06-08,225159817,Beth,cozy clean apartment on the west side of central park in nyc 5 minute walk on lovely tree lined street to park bus subway nick really is a super host,149,30,en,POSITIVE,0.9996956586837769
977768568508704558,1013044121925996816,2023-10-29,77440663,Tom,you wont find better at this price in brooklyn and yet its one of the most cosy airbnbs i stayed at thanks aron team,116,24,en,POSITIVE,0.9942840933799744
668811671195022653,872494826709289356,2023-04-18,182485214,Patricia,a few hiccups but a great stay with hopes to return,51,11,en,POSITIVE,0.9916831254959106
587069440501954023,922449614783145399,2023-06-26,8431474,Rosie,the place is not a long term stay airbnb type it is a place to sleep and shower there is no kitchen at all no stove sink or anything to help you eat comfortably there are no towels in the place there are no utensils to eat the place is clean thats it there is no supermarket nearby but there are quick asian restaurants the owner needs to describe the place more accurately,373,73,en,NEGATIVE,0.99564927816391
746649976037108567,862336221291846473,2023-04-04,370340985,Isaiah,host was very responsive very personable and made us feel welcome for our first time to the area gave advice and recommendations for foodbusinesses in the area brwould definitely stay here again,194,32,en,POSITIVE,0.9995500445365906
33660911,831941568173622162,2023-02-21,10439666,Tesa,perfect brour family of 5 had plenty of comfortable space to eat relax and sleep in nadines amazing home everything in the beautiful space was clean organized and catered to its guests brnadine was a super host extremely responsive and helpful and the location couldnt have been more perfect to everything you need in nyc,321,55,en,POSITIVE,0.9997419714927672
595652970230241413,915974515830916955,2023-06-17,156973105,James,this was my first visit to new york im really glad i picked this place to stay the airbnb was very nice and comfortable it was an easy walk to the subway and plenty of restaurants the area had a nice and very close parking garage that made me feel at ease for leaving my car for a few days i would definitely recommend this place,329,66,en,POSITIVE,0.9996795654296876
824207931155452360,917398239592581084,2023-06-19,249303721,Weichen,everything was great,20,3,en,POSITIVE,0.999869465827942
51619634,1003663170448414880,2023-10-16,270038753,Derrick,had an amazing stay host was very communicative and accommodating location was perfect and room had everything i needed would stay here again,141,23,en,POSITIVE,0.9986623525619508
51619634,1049368319621350089,2023-12-18,3656232,Tiffany Elaine,great host brvery cool hotel with fantastic staff it is an official hotel with hotel staff you can check your luggage before your room is ready so you can explore the city we would definitely stay here again,207,38,en,POSITIVE,0.9996707439422609
36239568,834802544989400836,2023-02-25,156571820,Jaime,nice stay and convenient location,33,5,en,POSITIVE,0.999840497970581
6846956,853647870802953342,2023-03-23,504729523,Ben,great apartment really enjoyed our stay i was over from london with a colleague on business great to be able to see some of brooklyn and a breeze to get to manhattan for our work trips nash was great with advice on local places to visit and really accommodating with our slightly later check out easy to communicate with made it really stress free will be back soon and recommend thanks for your hospitality,407,74,en,POSITIVE,0.9996448755264282
623763533917886225,994215993331463335,2023-10-03,170048981,Latoya,really nice place that i would stay in again no doubt its a house full of airbnb room rentals so theres new people in and out making it nice to meet other new peoplebrthis place is super close to the subway which is a bonus and getting into manhattan takes 40 mins by train depending on where you have to gobrgreat value for the place my only con is the neighborhood doesnt have a ton of eating options like other neighborhoods in brooklyn if you want to grab something quick but i think this area is more or less an up and coming area so in a few years im sure that will changebrtheres a laundry near by so you can easily clean clothes for groceries like trader joes youll need to get on the train so its prob best to order via instacartbroverall super dope and quiet location ill totally be back it felt like home,815,157,en,NEUTRAL,0.7068274617195129
612132833235907823,944189522580177097,2023-07-26,15536855,Leslie,for the theaters its a great location jay was proactive so he didnt need to be reactive but when i did need a response it was rapid one of my best airbnb experiences thanks jay,176,35,en,POSITIVE,0.999636173248291
53633058,948563490057353637,2023-08-01,145651555,Anne,my family and i spent a great time at carloss home the place is very quiet and a peaceful place to spend time in manhattan or queens as well carlos is really kind and helpful thanks for this ,191,39,en,POSITIVE,0.9998258948326112
14140552,956561288241302212,2023-08-12,206315928,Isabel,perfect apartment at a great location for a great price loved everything about our stay and catalina was super helpful and easy to communicate with,147,25,en,POSITIVE,0.9998131394386292
37594699,920321216680482952,2023-06-23,482168303,Silvia,we had excellent stay at pols the neighborhood was very quite yet walking distance to great delis especially mimi and coco bagels the transportation to manhattan was easy and fast the apartment was much better than we expected super clean very comfortable beds and nice bathrooms there is not one negative thing to mention we will definitely recommend to our friends and we hope to come back thank you pol and kara we wish you all the best,439,78,en,POSITIVE,0.9997548460960388
842859220033081539,875396774269914927,2023-04-22,505092453,Mo,great place to stay clean and cozy host is friendly and checked in with me via msg system on airbnb,99,20,en,POSITIVE,0.998012900352478
52389360,884772385251275494,2023-05-05,192035778,Joffrey,very friendly and clean spacious hotelsuite feeling,51,7,en,POSITIVE,0.9998213648796082
813179182445362705,896365707648483804,2023-05-21,2044878,Lee,great spot in red hook comfortable flat with excellent bed couch and large private outdoor courtyard less than 10 minute walk from great view of the statue of liberty hope to stay again,185,33,en,POSITIVE,0.9974865913391112
750938225856054796,1019684784307367225,2023-11-07,144193618,Jaclyn,this quaint spot in brooklyn was just was we needed after a long day of nyc activities subway was just a 5 minute walk away took about 11 stops to get to the city ferry was about a 15 minute walk and a fun way to get to wall st the neighborhood was quiet and nice getaway from the business of the city our morning walks to bagel boss were my favorite we got front row seats to the new york marathon route which was a nice bonus julie was awesome she was very prompt and had a lot of information about transit the area and fun tips i got engaged on this trip and the ease of our stay helped make it a memorable stay on so many levels highly recommend bri was worried about staying this far away from the city but it was not a problem at all very easy commuting options,767,155,en,POSITIVE,0.9996647834777832
37055580,797832263129966933,2023-01-05,384548239,수민,the best place you can find in roosevelt island ester is a wonderful host and she will make you feel at home right away so sweet and kind the room is even better than the pictures you will love it when you see it for real i felt at home during the stay comfortable clean safe and happy lovely host and incredible place want to visit again ,339,68,en,POSITIVE,0.9998706579208374
745688948281946847,969649942636688730,2023-08-30,56520043,Ann,farhan was the best host we have ever had so responsive he even took the time to call me to say he was in the hospital going into unplanned surgery he wanted me to know he would be offline and his friend sal would be helping us they were both amazingly helpful with restaurants and such the place was gorgeous and so very cleanperfect location to get ubers to the us open hope you are doing well farhan thank you for a great place to house usbrann and dave,456,89,en,POSITIVE,0.9996802806854248
997175010827752885,1002894210437842326,2023-10-15,70982277,Mouhammed,great communication and great accommodations,44,5,en,POSITIVE,0.9998490810394288
704255897463350082,902168598179422769,2023-05-29,352156796,Jemmarie,the place was cute and clean,28,6,en,POSITIVE,0.9998706579208374
933237475965833822,1031276386357002785,2023-11-23,141680456,Maximilian,good place easy to get to manhattan,35,7,en,POSITIVE,0.9998533725738524
871690724659514256,918178545847114597,2023-06-20,514075519,Brayan Felipe,staying with maria was awesome she is super nice and always willing to help we felt like home and was great that she speaks spanish too,135,26,en,POSITIVE,0.999847173690796
842869121048490608,862389739068051809,2023-04-04,20082447,Eleni,pauls place is just wonderful its modern clean central and you feel at peace in the middle of bustling nyc hes also extremely responsive and easy to coordinate with would 100 stay again,185,33,en,POSITIVE,0.9998630285263062
3989564,1042117735749209107,2023-12-08,306980395,Helena,arielles place was great only a couple minutes from the trains to manhattan everything was very clean and cozy and arielle was very considerate there was a bit of food and tea in the pantry nice surprise four our late arrival she was very response and gave us lots of great recommendations even though check out was at 11 am she allowed us to stay in the apartment until two 2pm since our flight left at night i would definitely come back arielle was a great host,463,87,en,POSITIVE,0.9994816184043884
49124976,923980729545442979,2023-06-28,53846380,Victor Keith,excellent,9,1,en,POSITIVE,0.9998434782028198
47906957,871068402983959622,2023-04-16,497110733,Jen,jasmine was a great host and her listing looked exactly like the pictures however we were not a fan of the neighborhood i was kind of surprised at the other reviews expressing how safe and great it felt but that wasnt my experience the neighborhood was noisy especially at night time and didnt feel especially safe to me for that reason i would not stay here again but am super appreciative of the host providing a clean space for our visit,440,81,en,POSITIVE,0.9963001608848572
658760978030704860,873151454562606398,2023-04-19,173553508,Kathy & Eric,excellent stay,14,2,en,POSITIVE,0.9998693466186525
25860068,978979059229818528,2023-09-12,404593163,Freddy,honestly the area is spectacular it is very safe accessible to public transportation and good neighbors i would say the better thing the apartment is small it is shared with a roomie therefore there is no dining room like in the photos the roomie is almost never there at home and is quite friendly the room is just like the photos i consider that what is redeemable is the area and the ease with which one can move the apartment meets what is necessary and it helps a lot that there is a washer and dryer inside the building it is a good neighborhood,551,104,en,POSITIVE,0.9996451139450072
813179182445362705,866004787465218388,2023-04-09,25663835,Rose Anna Claire,great place to stay for us since we were visiting family in carrol gardens apartment was very nice just as described thanks,123,22,en,POSITIVE,0.999813973903656
53026239,971070321015747959,2023-09-01,49894544,Anastasiya,super cute spot smack dab in the middle of williamsburg the space itself is nicely decorated and filled with everything you should need for a long or short stay alex was super responsive and very accommodating throughout my entire stay would recommend for those looking for a nice cozy space in a great neighborhood,315,54,en,POSITIVE,0.9998477697372437
51876246,928303925138725915,2023-07-04,7473566,Celia,nice stay in a very cosy appartement well connected transport wise annalee is a very kind and helpful host,106,19,en,POSITIVE,0.9996680021286012
785403855673751437,1045713079579835805,2023-12-13,346725630,Felicity,great places even greater host very friendly dogs were well behaved felt very safe secure and comfortable in his home it was very clean and neat also close to the subway on the corner,183,34,en,POSITIVE,0.9995802044868468
667532032936314042,1000783327647189907,2023-10-12,113418850,Gary,great stay,10,2,en,POSITIVE,0.9998708963394164
795110369832936703,885528069780977654,2023-05-06,425808982,Jasneet,yordanos was very communicative checkin process was smooth location is good and parking is readily available the issue we had with our stay was bugs we found dead bugs specifically a large moth in the throw blankets we used we also found ants all over the bedroom they saw a very large amount of them next to the carpet in the bedroom besides that the stay was great,366,68,en,POSITIVE,0.985443353652954
1581579,873152238851123726,2023-04-19,509069828,Michael,great place for family stay and nice peaceful neighborhood has all the things you need for a short trip to nyc,110,21,en,POSITIVE,0.9998170733451844
822778389069736671,960150297975544003,2023-08-17,532140389,Christina,the accommodations were pleasant and very clean the host was responsive and helpful i needed a place to store my bags till my next air bnb check in at a different location and sam graciously provided a place i would highly recommend this place,243,44,en,POSITIVE,0.9991355538368224
14237735,923223261506642600,2023-06-27,133958447,Randy,i had a lovely stay at rachels the place is in a good location slightly away from some of the bustle in a calm neighbourhood yet close to the subway i felt safe in the area which was a concern being my first time to new yorkbrrachel was always quick to respond and i enjoyed chatting with her at the end of busy days theres a silent mini fridge in the room which was a nice touch brmario and monty are a couple of the sweetest cats you will ever meet ,451,92,en,POSITIVE,0.9996850490570068
42672172,937723217425941974,2023-07-17,73411261,Mathew,the room was very clean located in a very convenient area of the city lots of great nyc tourist spots within walkable distance the host was very responsive friendly for any questions we had would stay there again,212,38,en,POSITIVE,0.9987955093383788
50156236,892016056770121342,2023-05-15,457313783,Menkhu-Ta,if you like being close to a subway station having your own bathroom with washerdryer being in brooklyn and having nicechill hosts this place is for you thank you bryan and luiza for being sweet hosts hearing your baby was so cute i will be back,245,46,en,POSITIVE,0.999637484550476
38494298,810165054778635133,2023-01-22,417779234,Bartosz,i highly recommend very clean and wellmaintained place communication with aminah at a very high level and a huge plus for the 3 min walk to the subway ,151,29,en,POSITIVE,0.9993483424186708
16580,810176547873809509,2023-01-22,345900849,Gwen,great location for visiting and very quite area at night reka was a great host with quick communication and ensuring her guests were all good to go,147,27,en,POSITIVE,0.9998351335525512
53700256,990676020077159655,2023-09-28,505813968,Michele,our stay was great thank you ,29,7,en,POSITIVE,0.9998728036880492
722328771203163875,842013445900429091,2023-03-07,193557801,Morgan,this was the perfect place to stay overnight before our flight to italy sebastian was helpful friendly and flexible to our needs he was kind and gave local recommendations for food and transit i would stay here again before an early morning flight,247,43,en,POSITIVE,0.9928696751594543
51726376,909389322802904766,2023-06-08,459898407,Kimberly,very clean a 5 minute walk to the subway there is a very nice common area to relax in we stayed when all the rooms were all full so sharing 1 bathroom with 6 adults was tricky but its to be expected in a hostel type accommodation we very much enjoyed our stay 1010,264,54,en,POSITIVE,0.9982019662857056
23726935,907307968167289910,2023-06-05,461693331,Alecsandra,great location and quiet neighborhood friendly hosts and very helpful,69,10,en,POSITIVE,0.9998748302459716
29256358,812300751444500402,2023-01-25,466221454,Sinead,well definitely be keeping this place in mind in case we need a bnb in the city again very well stocked with kitchen bathroom and cleaning supplies etc boris was also very helpful when we asked about checking in early and checking out late we made it clear wed be fine if it wasnt an option but he was happy to accommodate us anyway loved our time here,352,68,en,POSITIVE,0.9991514682769777
43937175,973972166347257414,2023-09-05,483228011,Cheyenne,monique and her family were amazing hosts they were so friendly and welcoming i felt right at home if i needed anything they were always there my space was very clean including the bed and bathroom brthe cats were an added bonus as an animal lover,247,46,en,POSITIVE,0.9993454813957214
556365927024053098,882679048799715889,2023-05-02,120970002,Michael,great space for a week stay best part is the closet space for sure really appreciated the touches to make the space feel like home,130,25,en,POSITIVE,0.9996680021286012
28610383,1011648804587039913,2023-10-27,476087405,Oliver,a beautiful and tastefully furnished appartement in a very charming neighbourhood the view on the calm and lovely backyard with black eyed susans and hydrangeas and birds let you forget that you are in a city like ny laurent and caroline are amazing hosts with a lot of helpful tips where to go out and eat we just loved the stay with our family at sucasany the nearby riverside park the hudson river or little restaurants make this neighbourhood very precious our three kids felt so much at home at sucasany and so did we,522,95,en,POSITIVE,0.9998605251312256
53135866,818860314956338225,2023-02-03,443459765,Simon,really loved the house really clean peaceful host danny went above and beyond to meet my expectations definitely recommend to anyone looking for a place to stay definitely will be returning,189,31,en,POSITIVE,0.9997597336769104
34313601,860921983314535348,2023-04-02,39171132,Larry,karen and kevin were easy to work with no issues at all the apartment was clean and very well located the bed was comfortable it was great for a weekend visit to brooklyn,170,33,en,POSITIVE,0.9997231364250184
53128684,1015264213273697005,2023-11-01,206561625,Kelly,it was exactly as described a beautiful brownstone in a great neighborhood the place itself was awesome with great amenities coffee creamer blow dryer etc everything was clean and neat the only downsidewhich we were made aware of was the 3 flights of stairs although it did make me feel like i got all my steps in after walking all day it was daunting but again we knew about it before we came sobri would definitely recommend davids place to anyone coming to ny its in a great location close to everything and a very safe neighborhood,535,97,en,POSITIVE,0.9983417987823486
44899037,1026841945720736710,2023-11-17,8568420,Peter,marlas place is even better than described the beds are comfy and the shower is excellent great wifi too the whole checkin was easy and marla was always available we would definitely recommend,192,33,en,POSITIVE,0.999271810054779
2028291,955049164920588468,2023-08-10,3026854,Ellie,mirlets place was wonderful the apartment is very private and quiet and has everything you need for a comfortable stay in queens the kitchen is spacious if you want to cook but there are so many great restaurants nearby too bed was comfy and the chair was great for lounging and the ac kept the whole place very comfortable the neighborhood is very friendly with lots of fun things to do and the train is less than a block away if you need access to manhattan 10 min mirlet was extremely responsive and friendly and even provided some helpful information about things to do during our stay,589,107,en,POSITIVE,0.9993641972541808
597789124417139922,1008682367337036060,2023-10-23,12277577,Annabel,photos are pretty accurate but the description is not the only newly renovated room is likely the bathroom off the living space but the rest is very much older curated with clean design also is not what would come to mind for this space it wasnt in the cleanest condition potentially part of that could be due to the old building and also that we werent allowed to open any windows as per the guide so it had a light odor location is great very walkable,453,86,en,NEUTRAL,0.712770402431488
51685477,897149045955510916,2023-05-22,347487093,Terrence,great neighborhood close to local transit lines for easy city access would stay again,85,14,en,POSITIVE,0.99545019865036
54169005,827558318311772847,2023-02-15,428236332,Reah,had a great stay overall a few things couldve been cleaner also it says water is provided but there was none in the fridge im going to assume because of my short stay thats why there wasnt any provided but other than that the place was beautiful and fred was a friendly host already recommended it to family members ,316,60,en,POSITIVE,0.982874870300293
30264393,894929689915767005,2023-05-19,371219560,Desmond,had a great stay here even with other guests in the home separate rooms i felt like i was there all by myself very clean and no clutter or messes would 100 stay here again,171,35,en,NEUTRAL,0.882663905620575
19360685,936228907074043144,2023-07-15,23804563,Sabrina,new york is a difficult place to find high quality spacious accommodation yanas apartment was really worth it the location we fantastic so close to lots of restaurants bars transport and shopping the building is very safe and secure with a 24hour concierge and the apartment is very well equipped has great facilities especially loved that the kitchen was incredibly well kitted out for a rental and the bed is super comfortable but most importantly during the warmer months the air conditioning was really a blessing i couldnt fault the space at all and yana was very kind and responsive we really enjoyed our stay here and i wouldnt hesitate to recommend it to anyone,669,115,en,POSITIVE,0.9997474551200868
9544242,923193551139476996,2023-06-27,102714522,Julian,great host and was very helpful with our late checkin would recommend to everyone,81,14,en,POSITIVE,0.99972003698349
50873910,919553437813688675,2023-06-22,8035369,Brandon,good location ,14,3,en,POSITIVE,0.999858856201172
886219533084350581,962310501232035993,2023-08-20,3521436,Deanna,i was visiting ny for 3 days so this was a good fit for me the room is facing the street so it gets lots of beautiful natural light it can be a little loud at night so if youre a light sleeper bring some earplugs the bed was big and clean tv had streaming services mini fridge for my left overs and plenty of places to store my things brits about a 15min walk to the subway and there are at least 2 grocery stores within a 4 block radius brid definitely book again if carlton would have me,489,100,en,POSITIVE,0.9363332986831664
801272264539187903,928228174708908568,2023-07-04,398509178,Maria,this house was great location was good train station is nearby and other locations business brhouse was very clean and surrounding was peaceful i would rent this house again,173,29,en,POSITIVE,0.9959270358085632
643473669546971313,924621804940262650,2023-06-29,128427604,Armanda,terrible house keeping stole my camera i left behind when i came back to get it they claim they didnt see it when they really took it out my bag never again,156,32,en,NEGATIVE,0.9994432330131532
51386433,939194383925812071,2023-07-19,512707444,Robert,i couldnt be more pleased with the accommodations they were just as advertised or even better katia was friendly and welcomingbrmy only caution is that this property can be challenging to get to especially if youre not used to driving in new york city and once on the block the street parking is free if you can find a space and if you do find a space you better have your parallel parking skills honed to perfection,416,77,en,POSITIVE,0.9796565771102904
597970057292470584,893470824902799603,2023-05-17,501255632,Oswald,very accessible area you can get to any burrough really fast rafael was very flexible with check in and check out times id book this room again,143,27,en,POSITIVE,0.9989192485809326
821073821703888212,977625351247154397,2023-09-10,13032808,Benjamin,i loved staying here you can immediately tell that this is somebodys actual wellloved home glorietta was super responsive and helpful with any questions i had ranging from utensil instructions to recommendations for laundromats cafes and pizza places id come back to stay here any time,285,46,en,POSITIVE,0.9986631870269777
584843453194315608,813767693098236818,2023-01-27,73739475,Angelina,came into town for work with a couple coworkers so we needed a decently sized space with multiple bedrooms which can be hard to find in the city when i saw the pictures i immediately knew this was the spot sometimes when arriving at an airbnb i find it to be a bit smaller than i expected but that was not the case here i was pleasantly surprised with how many bedrooms and how much space this unit had beautiful kitchen and living spaces as well as the decor lacy was very responsive and helpful with anything i needed cant wait to hopefully go back one day next time im in town,579,112,en,POSITIVE,0.9993425011634828
783623234937280854,967366587246148751,2023-08-27,104777383,Logan,easy check in and close to the train clean and well maintained,62,12,en,POSITIVE,0.9993778467178344
613747202944317309,985514295847260516,2023-09-21,84679326,Victor,all great,9,2,en,POSITIVE,0.9998716115951538
808188195062982853,905778696936428670,2023-06-03,425983423,Senbureh,great place highly recommend and will definitely book again if i go back to brooklyn ny,87,16,en,POSITIVE,0.9998551607131958
